      #Energy        TDOS
       3.50038       1.11200
       3.53638       0.56850
       3.57338       0.28800
       3.60938       0.25320
       3.64638       0.26750
       3.68238       0.21800
       3.71938       0.24330
       3.75538       0.29690
       3.79138       0.23210
       3.82838       0.16230
       3.86438       0.25020
       3.90138       0.31740
       3.93738       0.23080
       3.97338       0.20860
       4.01038       0.50690
       4.04638       1.12600
       4.08338       1.39400
       4.11938       1.10300
       4.15538       0.92090
       4.19238       1.14500
       4.22838       1.30200
       4.26538       1.06700
       4.30138       0.92400
       4.33738       0.96320
       4.37438       1.04300
       4.41038       1.63200
       4.44738       2.34200
       4.48338       2.50200
       4.52038       2.44700
       4.55638       2.14100
       4.59238       1.87700
       4.62938       1.76100
       4.66538       1.47300
       4.70238       1.34800
       4.73838       1.63000
       4.77438       1.93600
       4.81138       1.88500
       4.84738       1.89800
       4.88438       2.38500
       4.92038       3.10300
       4.95638       2.89100
       4.99338       1.74700
       5.02938       1.11000
       5.06638       1.11900
       5.10238       1.17700
       5.13838       1.47900
       5.17538       2.41300
       5.21138       3.36800
       5.24838       3.41100
       5.28438       2.70600
       5.32138       2.11000
       5.35738       1.90400
       5.39338       1.72100
       5.43038       1.57700
       5.46638       1.90000
       5.50338       2.30000
       5.53938       2.22100
       5.57538       2.11400
       5.61238       2.10200
       5.64838       1.84400
       5.68538       1.99300
       5.72138       2.53800
       5.75738       2.67600
       5.79438       2.70400
       5.83038       2.65800
       5.86738       2.30900
       5.90338       1.98800
       5.93938       1.70200
       5.97638       1.68200
       6.01238       1.91700
       6.04938       2.09000
       6.08538       2.07600
       6.12238       1.95300
       6.15838       2.33400
       6.19438       3.32800
       6.23138       3.62700
       6.26738       2.88800
       6.30438       2.26300
       6.34038       2.14200
       6.37638       2.55600
       6.41338       3.43000
       6.44938       3.94700
       6.48638       3.55600
       6.52238       2.86300
       6.55838       2.53400
       6.59538       2.56400
       6.63138       2.37600
       6.66838       2.08000
       6.70438       1.89800
       6.74038       1.82800
       6.77738       1.94800
       6.81338       2.00200
       6.85038       1.70500
       6.88638       1.50100
       6.92238       1.80600
       6.95938       2.21400
       6.99538       2.58100
       7.03238       2.61800
       7.06838       2.35300
       7.10538       2.64200
       7.14138       3.26900
       7.17738       3.32200
       7.21438       2.62700
       7.25038       2.06100
       7.28738       2.07900
       7.32338       2.54600
       7.35938       3.06000
       7.39638       3.46500
       7.43238       3.60400
       7.46938       3.40100
       7.50538       3.13900
       7.54138       3.03900
       7.57838       3.17100
       7.61438       3.24200
       7.65138       2.84900
       7.68738       2.03200
       7.72338       1.68000
       7.76038       1.79000
       7.79638       1.93000
       7.83338       2.34200
       7.86938       3.05300
       7.90638       3.59200
       7.94238       3.36600
       7.97838       3.10500
       8.01538       3.47400
       8.05138       3.71500
       8.08838       3.15100
       8.12438       2.79100
       8.16038       2.97900
       8.19738       3.04300
       8.23338       3.02200
       8.27038       3.14800
       8.30638       3.49300
       8.34238       4.12600
       8.37938       4.57400
       8.41538       4.22500
       8.45238       3.60000
       8.48838       3.31300
       8.52438       3.16100
       8.56138       2.88400
       8.59738       2.93600
       8.63438       3.31800
       8.67038       3.49200
       8.70738       3.26500
       8.74338       3.32700
       8.77938       3.59300
       8.81638       3.64600
       8.85238       4.11900
       8.88938       4.33500
       8.92538       3.82100
       8.96138       3.79700
       8.99838       3.51500
       9.03438       2.80400
       9.07138       2.35000
       9.10738       2.51900
       9.14338       3.09700
       9.18038       3.67800
       9.21638       3.89400
       9.25338       3.52800
       9.28938       3.12600
       9.32538       2.87000
       9.36238       2.52000
       9.39838       2.32000
       9.43538       2.80800
       9.47138       3.07500
       9.50838       2.58100
       9.54438       2.42000
       9.58038       2.55400
       9.61738       2.37000
       9.65338       2.13500
       9.69038       2.24900
       9.72638       2.56300
       9.76238       2.67500
       9.79938       2.79800
       9.83538       3.11300
       9.87238       3.05900
