#K-Path     Band-1    Band-2    Band-3    Band-4      ...     Band-n
  1.7072  -12.9437  -10.5591  -10.2953   -4.5620   -4.3735   -3.0640   -1.9484   -1.4909   -1.4890    1.4629    1.4659    1.7835    4.1883    4.4332    6.7009    7.6404    8.2368    8.5933    8.6715   10.0340   10.5180   11.3804   11.4515   12.0154   13.0001   13.0307   13.5830   14.0631   15.1746   15.5678   15.7871   15.9756
  1.7561  -13.0376  -10.5112  -10.2857   -4.4914   -4.2635   -3.0150   -1.8379   -1.2871   -1.2863    1.2088    1.3206    1.6395    4.2276    4.4266    6.5668    7.3017    7.8538    8.3498    8.3807    9.7751   10.0957   11.5313   11.6522   12.3570   12.8026   12.9015   13.6604   14.2278   15.6617   15.9705   16.0409   16.2766
  1.8049  -13.1257  -10.4680  -10.2823   -4.3900   -4.1266   -2.9717   -1.7476   -1.0937   -1.0911    0.9576    1.1668    1.5280    4.2961    4.4500    6.4454    6.9939    7.4806    8.0670    8.0972    9.4473    9.6642   11.5062   11.6628   12.6810   12.8366   12.9770   13.8985   14.4589   16.0043   16.1880   16.2805   16.4964
  1.8538  -13.2065  -10.4305  -10.2839   -4.2585   -3.9656   -2.9350   -1.6770   -0.9353   -0.9181    0.7317    1.0199    1.4466    4.3896    4.5014    6.3380    6.7258    7.1367    7.7543    7.8133    9.1138    9.2516   11.3359   11.4450   12.8736   12.9425   13.5946   14.1766   14.7246   16.0669   16.2921   16.5641   16.7940
  1.9026  -13.2786  -10.3992  -10.2891   -4.0988   -3.7845   -2.9047   -1.6261   -0.8498   -0.7893    0.5694    0.9024    1.3906    4.5013    4.5764    6.2457    6.5022    6.8331    7.4271    7.5310    8.7928    8.8650   11.0970   11.1629   13.1481   13.1629   14.2493   14.4637   15.0183   16.0527   16.3193   16.7499   17.0694
  1.9514  -13.3410  -10.3740  -10.2964   -3.9145   -3.5885   -2.8806   -1.5960   -0.8806   -0.7248    0.5132    0.8338    1.3584    4.6209    4.6672    6.1677    6.3277    6.5788    7.1069    7.2587    8.4854    8.5059   10.8564   10.8941   13.4367   13.4579   14.7397   14.8603   15.3594   16.0294   16.2945   16.8311   17.2985
  2.0003  -13.3930  -10.3546  -10.3043   -3.7116   -3.3848   -2.8618   -1.5889   -1.0274   -0.7290    0.5617    0.8173    1.3505    4.7348    4.7617    6.0889    6.2199    6.3829    6.8193    7.0088    8.1759    8.1902   10.6452   10.6652   13.7330   13.7815   14.9741   15.3158   15.8068   16.0261   16.2409   16.8675   17.4508
  2.0491  -13.4341  -10.3403  -10.3118   -3.5001   -3.1842   -2.8472   -1.6069   -1.2406   -0.7807    0.6648    0.8334    1.3662    4.8282    4.8439    5.9907    6.1935    6.2552    6.5930    6.7953    7.8805    7.9108   10.4763   10.4857   14.0348   14.1060   15.1175   15.5813   16.0775   16.1745   16.3276   16.9066   17.4730
  2.0980  -13.4637  -10.3306  -10.3179   -3.2982   -3.0034   -2.8353   -1.6479   -1.4648   -0.8448    0.7720    0.8566    1.3977    4.8911    4.8997    5.8935    6.1987    6.2093    6.4598    6.6306    7.6334    7.6609   10.3547   10.3582   14.3289   14.4158   15.1316   15.6511   16.1931   16.2140   16.7494   16.9761   17.3946
  2.1468  -13.4815  -10.3250  -10.3218   -3.1409   -2.8695   -2.8245   -1.6956   -1.6453   -0.8923    0.8497    0.8725    1.4284    4.9237    4.9264    5.8205    6.1954    6.2109    6.4378    6.5246    7.4606    7.4717   10.2816   10.2824   14.6008   14.6775   15.0318   15.5618   16.3148   16.3156   17.0427   17.0691   17.3514
  2.1957  -13.4875  -10.3232  -10.3232   -3.0793   -2.8183   -2.8183   -1.7181   -1.7181   -0.9092    0.8778    0.8778    1.4410    4.9332    4.9332    5.7931    6.2034    6.2034    6.4531    6.4869    7.3967    7.3968   10.2573   10.2573   14.7978   14.7978   14.8899   15.4898   16.3659   16.3659   17.1017   17.1261   17.4592
  2.1957  -13.4875  -10.3232  -10.3232   -3.0793   -2.8183   -2.8183   -1.7181   -1.7181   -0.9092    0.8778    0.8778    1.4410    4.9332    4.9332    5.7931    6.2034    6.2034    6.4531    6.4869    7.3967    7.3968   10.2573   10.2573   14.7978   14.7978   14.8899   15.4898   16.3659   16.3659   17.1027   17.1252   17.4436
  2.2234  -13.4851  -10.4655  -10.1803   -3.0779   -2.8745   -2.7670   -1.7208   -1.7107   -0.9094    0.8704    0.8762    1.4336    4.8856    4.9885    5.8051    6.1304    6.2821    6.3201    6.6281    7.2689    7.5479    9.9595   10.5664   14.4741   14.7465   15.0964   15.6267   16.0596   16.6802   16.8091   17.1278   17.2780
  2.2511  -13.4778  -10.6071  -10.0376   -3.0735   -2.9350   -2.7209   -1.7185   -1.6991   -0.9101    0.8539    0.8659    1.4118    4.8411    5.0550    5.8407    6.0753    6.1805    6.3474    6.7925    7.1799    7.7139    9.6743   10.8862   14.1416   14.4707   15.2971   15.8224   15.8671   16.5271   16.8306   16.9174   17.0619
